
⚡天线信号👉咪咕央视,#genre#
金熊猫卡通,http://61.157.0.169:4000/udp/239.93.1.172:5140
金鹰卡通,http://118.114.96.67:8999/udp/239.93.0.108:5140
金鹰卡通,http://220.166.43.252:4022/udp/239.93.0.108:5140
金鹰卡通,http://61.157.0.169:4000/udp/239.93.0.108:5140
金鹰纪实,http://118.114.96.67:8999/udp/239.93.0.130:5140
金鹰纪实,http://220.166.43.252:4022/udp/239.93.0.130:5140
金鹰纪实,http://61.157.0.169:4000/udp/239.93.0.130:5140
陕西农林,http://118.114.96.67:8999/udp/239.93.0.100:5140
陕西农林,http://220.166.43.252:4022/udp/239.93.0.100:5140
陕西农林,http://61.157.0.169:4000/udp/239.93.0.100:5140
雅克音乐节宣传,http://118.114.96.67:8999/udp/239.93.42.68:5140
雅克音乐节宣传,http://220.166.43.252:4022/udp/239.93.42.68:5140
雅克音乐节宣传,http://61.157.0.169:4000/udp/239.93.42.68:5140
雅克音乐节直播,http://118.114.96.67:8999/udp/239.93.42.69:5140
雅克音乐节直播,http://220.166.43.252:4022/udp/239.93.42.69:5140
雅克音乐节直播,http://61.157.0.169:4000/udp/239.93.42.69:5140
青春动漫,http://118.114.96.67:8999/udp/239.93.0.146:5140
青春动漫,http://220.166.43.252:4022/udp/239.93.0.146:5140
青春动漫,http://61.157.0.169:4000/udp/239.93.0.146:5140
音乐现场,http://118.114.96.67:8999/udp/239.93.0.198:9044
音乐现场,http://220.166.43.252:4022/udp/239.93.0.198:9044
音乐现场,http://61.157.0.169:4000/udp/239.93.0.198:9044
高网,http://118.114.96.67:8999/udp/239.93.0.202:9068
高网,http://220.166.43.252:4022/udp/239.93.0.202:9068
高网,http://61.157.0.169:4000/udp/239.93.0.202:9068
魅力时尚,http://118.114.96.67:8999/udp/239.93.0.190:9012
魅力时尚,http://220.166.43.252:4022/udp/239.93.0.190:9012
魅力时尚,http://61.157.0.169:4000/udp/239.93.0.190:9012
麻辣体育,http://118.114.96.67:8999/udp/239.93.42.2:5140
麻辣体育,http://220.166.43.252:4022/udp/239.93.42.2:5140
麻辣体育,http://61.157.0.169:4000/udp/239.93.42.2:5140


🏄陕西电信央视频道2024-09-13更新,#genre#
CCTV1,http://113.133.234.120:8010/rtp/239.112.205.59:5140
CCTV1,http://113.133.234.120:8014/rtp/239.112.205.59:5140
CCTV2,http://113.133.234.120:8010/rtp/239.112.205.78:5140
CCTV2,http://113.133.234.120:8014/rtp/239.112.205.78:5140
CCTV3,http://113.133.234.120:8010/rtp/239.112.205.221:5140
CCTV3,http://113.133.234.120:8014/rtp/239.112.205.221:5140
CCTV4,http://113.133.234.120:8010/rtp/239.112.205.202:5140
CCTV4,http://113.133.234.120:8014/rtp/239.112.205.202:5140
CCTV5+,http://113.133.234.120:8010/rtp/239.111.205.13:5140
CCTV5+,http://113.133.234.120:8014/rtp/239.111.205.13:5140
CCTV5,http://113.133.234.120:8010/rtp/239.112.205.222:5140
CCTV5,http://113.133.234.120:8014/rtp/239.112.205.222:5140
CCTV6,http://113.133.234.120:8010/rtp/239.112.205.223:5140
CCTV6,http://113.133.234.120:8014/rtp/239.112.205.223:5140
CCTV7,http://113.133.234.120:8010/rtp/239.112.205.83:5140
CCTV7,http://113.133.234.120:8014/rtp/239.112.205.83:5140
CCTV8,http://113.133.234.120:8010/rtp/239.112.205.224:5140
CCTV8,http://113.133.234.120:8014/rtp/239.112.205.224:5140
CCTV9,http://113.133.234.120:8010/rtp/239.112.205.85:5140
CCTV9,http://113.133.234.120:8014/rtp/239.112.205.85:5140
CCTV10,http://113.133.234.120:8010/rtp/239.112.205.86:5140
CCTV10,http://113.133.234.120:8014/rtp/239.112.205.86:5140
CCTV11,http://113.133.234.120:8010/rtp/239.112.205.213:5140
CCTV11,http://113.133.234.120:8014/rtp/239.112.205.213:5140
CCTV12,http://113.133.234.120:8010/rtp/239.112.205.88:5140
CCTV12,http://113.133.234.120:8014/rtp/239.112.205.88:5140
CCTV14,http://113.133.234.120:8010/rtp/239.112.205.91:5140
CCTV14,http://113.133.234.120:8014/rtp/239.112.205.91:5140
CCTV15,http://113.133.234.120:8010/rtp/239.112.205.214:5140
CCTV15,http://113.133.234.120:8014/rtp/239.112.205.214:5140
CCTV16,http://113.133.234.120:8010/rtp/239.111.205.134:5140
CCTV16,http://113.133.234.120:8014/rtp/239.111.205.134:5140
CCTV17,http://113.133.234.120:8010/rtp/239.112.205.211:5140
CCTV17,http://113.133.234.120:8014/rtp/239.112.205.211:5140

//陕西电信卫视频道2024-09-13更新
东南卫视,http://113.133.234.120:8010/rtp/239.112.205.182:5140
东南卫视,http://113.133.234.120:8014/rtp/239.112.205.182:5140
东方卫视,http://113.133.234.120:8010/rtp/239.112.205.61:5140
东方卫视,http://113.133.234.120:8014/rtp/239.112.205.61:5140
云南卫视,http://113.133.234.120:8010/rtp/239.112.205.58:5140
云南卫视,http://113.133.234.120:8014/rtp/239.112.205.58:5140
兵团卫视,http://113.133.234.120:8010/rtp/239.112.205.198:5140
兵团卫视,http://113.133.234.120:8014/rtp/239.112.205.198:5140
内蒙古卫视,http://113.133.234.120:8010/rtp/239.112.205.55:5140
内蒙古卫视,http://113.133.234.120:8014/rtp/239.112.205.55:5140
农林卫视,http://113.133.234.120:8010/rtp/239.112.205.27:5140
农林卫视,http://113.133.234.120:8014/rtp/239.112.205.27:5140
北京卫视,http://113.133.234.120:8010/rtp/239.112.205.65:5140
北京卫视,http://113.133.234.120:8014/rtp/239.112.205.65:5140
厦门卫视,http://113.133.234.120:8010/rtp/239.112.205.60:5140
厦门卫视,http://113.133.234.120:8014/rtp/239.112.205.60:5140
吉林卫视,http://113.133.234.120:8010/rtp/239.112.205.183:5140
吉林卫视,http://113.133.234.120:8014/rtp/239.112.205.183:5140
四川卫视,http://113.133.234.120:8010/rtp/239.112.205.184:5140
四川卫视,http://113.133.234.120:8014/rtp/239.112.205.184:5140
天津卫视,http://113.133.234.120:8010/rtp/239.112.205.74:5140
天津卫视,http://113.133.234.120:8014/rtp/239.112.205.74:5140
宁夏卫视,http://113.133.234.120:8010/rtp/239.112.205.49:5140
宁夏卫视,http://113.133.234.120:8014/rtp/239.112.205.49:5140
安徽卫视,http://113.133.234.120:8010/rtp/239.112.205.72:5140
安徽卫视,http://113.133.234.120:8014/rtp/239.112.205.72:5140
山东卫视,http://113.133.234.120:8010/rtp/239.112.205.70:5140
山东卫视,http://113.133.234.120:8014/rtp/239.112.205.70:5140
山西卫视,http://113.133.234.120:8010/rtp/239.112.205.46:5140
山西卫视,http://113.133.234.120:8014/rtp/239.112.205.46:5140
广东卫视,http://113.133.234.120:8010/rtp/239.112.205.66:5140
广东卫视,http://113.133.234.120:8014/rtp/239.112.205.66:5140
广西卫视,http://113.133.234.120:8010/rtp/239.112.205.51:5140
广西卫视,http://113.133.234.120:8014/rtp/239.112.205.51:5140
新疆卫视,http://113.133.234.120:8010/rtp/239.112.205.56:5140
新疆卫视,http://113.133.234.120:8014/rtp/239.112.205.56:5140
江苏卫视,http://113.133.234.120:8010/rtp/239.112.205.63:5140
江苏卫视,http://113.133.234.120:8014/rtp/239.112.205.63:5140
江西卫视,http://113.133.234.120:8010/rtp/239.111.205.16:5140
江西卫视,http://113.133.234.120:8014/rtp/239.111.205.16:5140
河北卫视,http://113.133.234.120:8010/rtp/239.112.205.200:5140
河北卫视,http://113.133.234.120:8014/rtp/239.112.205.200:5140
河南卫视,http://113.133.234.120:8010/rtp/239.112.205.180:5140
河南卫视,http://113.133.234.120:8014/rtp/239.112.205.180:5140
浙江卫视,http://113.133.234.120:8010/rtp/239.112.205.64:5140
浙江卫视,http://113.133.234.120:8014/rtp/239.112.205.64:5140
海南卫视,http://113.133.234.120:8010/rtp/239.112.205.50:5140
海南卫视,http://113.133.234.120:8014/rtp/239.112.205.50:5140
深圳卫视,http://113.133.234.120:8010/rtp/239.112.205.67:5140
深圳卫视,http://113.133.234.120:8014/rtp/239.112.205.67:5140
湖北卫视,http://113.133.234.120:8010/rtp/239.112.205.69:5140
湖北卫视,http://113.133.234.120:8014/rtp/239.112.205.69:5140
湖南卫视,http://113.133.234.120:8010/rtp/239.112.205.62:5140
湖南卫视,http://113.133.234.120:8014/rtp/239.112.205.62:5140
甘肃卫视,http://113.133.234.120:8010/rtp/239.112.205.48:5140
甘肃卫视,http://113.133.234.120:8014/rtp/239.112.205.48:5140
西藏卫视,http://113.133.234.120:8010/rtp/239.112.205.54:5140
西藏卫视,http://113.133.234.120:8014/rtp/239.112.205.54:5140
贵州卫视,http://113.133.234.120:8010/rtp/239.112.205.178:5140
贵州卫视,http://113.133.234.120:8014/rtp/239.112.205.178:5140
辽宁卫视,http://113.133.234.120:8010/rtp/239.112.205.73:5140
辽宁卫视,http://113.133.234.120:8014/rtp/239.112.205.73:5140
重庆卫视,http://113.133.234.120:8010/rtp/239.112.205.179:5140
重庆卫视,http://113.133.234.120:8014/rtp/239.112.205.179:5140
陕西卫视,http://113.133.234.120:8010/rtp/239.111.205.35:5140
陕西卫视,http://113.133.234.120:8014/rtp/239.111.205.35:5140
青海卫视,http://113.133.234.120:8010/rtp/239.112.205.53:5140
青海卫视,http://113.133.234.120:8014/rtp/239.112.205.53:5140
黑龙江卫视,http://113.133.234.120:8010/rtp/239.112.205.68:5140
黑龙江卫视,http://113.133.234.120:8014/rtp/239.112.205.68:5140

//陕西电信其他频道2024-09-13更新
CETV1,http://113.133.234.120:8010/rtp/239.109.205.47:8312
CETV1,http://113.133.234.120:8010/rtp/239.112.205.137:5140
CETV1,http://113.133.234.120:8014/rtp/239.109.205.47:8312
CETV1,http://113.133.234.120:8014/rtp/239.112.205.137:5140
CETV2,http://113.133.234.120:8010/rtp/239.109.205.48:8320
CETV2,http://113.133.234.120:8014/rtp/239.109.205.48:8320
CETV4,http://113.133.234.120:8010/rtp/239.109.205.49:8328
CETV4,http://113.133.234.120:8010/rtp/239.111.205.169:5140
CETV4,http://113.133.234.120:8014/rtp/239.109.205.49:8328
CETV4,http://113.133.234.120:8014/rtp/239.111.205.169:5140
CGTN,http://113.133.234.120:8010/rtp/239.111.205.32:5140
CGTN,http://113.133.234.120:8014/rtp/239.111.205.32:5140
CHC动作电影,http://113.133.234.120:8010/rtp/239.112.205.207:5140
CHC动作电影,http://113.133.234.120:8014/rtp/239.112.205.207:5140
CHC家庭影院,http://113.133.234.120:8010/rtp/239.112.205.205:5140
CHC家庭影院,http://113.133.234.120:8014/rtp/239.112.205.205:5140
CHC高清电影,http://113.133.234.120:8010/rtp/239.112.205.206:5140
CHC高清电影,http://113.133.234.120:8014/rtp/239.112.205.206:5140
世界地理,http://113.133.234.120:8010/rtp/239.111.205.71:5140
世界地理,http://113.133.234.120:8014/rtp/239.111.205.71:5140
丝路频道,http://113.133.234.120:8010/rtp/239.112.205.176:5140
丝路频道,http://113.133.234.120:8014/rtp/239.112.205.176:5140
乐家购物,http://113.133.234.120:8010/rtp/239.112.205.23:5140
乐家购物,http://113.133.234.120:8014/rtp/239.112.205.23:5140
优优宝贝,http://113.133.234.120:8010/rtp/239.111.205.62:5140
优优宝贝,http://113.133.234.120:8014/rtp/239.111.205.62:5140
优漫卡通,http://113.133.234.120:8010/rtp/239.112.205.185:5140
优漫卡通,http://113.133.234.120:8014/rtp/239.112.205.185:5140
体育休闲,http://113.133.234.120:8010/rtp/239.111.205.36:5140
体育休闲,http://113.133.234.120:8014/rtp/239.111.205.36:5140
全纪实,http://113.133.234.120:8010/rtp/239.111.205.3:5140
全纪实,http://113.133.234.120:8014/rtp/239.111.205.3:5140
兵器科技,http://113.133.234.120:8010/rtp/239.111.205.74:5140
兵器科技,http://113.133.234.120:8014/rtp/239.111.205.74:5140
卡酷动画,http://113.133.234.120:8010/rtp/239.112.205.138:5140
卡酷动画,http://113.133.234.120:8014/rtp/239.112.205.138:5140
商务资讯,http://113.133.234.120:8010/rtp/239.112.205.174:5140
商务资讯,http://113.133.234.120:8014/rtp/239.112.205.174:5140
嘉佳卡通,http://113.133.234.120:8010/rtp/239.112.205.135:5140
嘉佳卡通,http://113.133.234.120:8014/rtp/239.112.205.135:5140
圆点导视,http://113.133.234.120:8010/rtp/239.112.205.237:5140
圆点导视,http://113.133.234.120:8014/rtp/239.112.205.237:5140
圆点影视,http://113.133.234.120:8010/rtp/239.111.205.64:5140
圆点影视,http://113.133.234.120:8014/rtp/239.111.205.64:5140
圆点生活,http://113.133.234.120:8010/rtp/239.111.205.15:5140
圆点生活,http://113.133.234.120:8014/rtp/239.111.205.15:5140
央视台球,http://113.133.234.120:8010/rtp/239.111.205.70:5140
央视台球,http://113.133.234.120:8014/rtp/239.111.205.70:5140
央视文化精品,http://113.133.234.120:8010/rtp/239.111.205.75:5140
央视文化精品,http://113.133.234.120:8014/rtp/239.111.205.75:5140
女性时尚,http://113.133.234.120:8010/rtp/239.111.205.72:5140
女性时尚,http://113.133.234.120:8014/rtp/239.111.205.72:5140
好享购物,http://113.133.234.120:8010/rtp/239.112.205.156:5140
好享购物,http://113.133.234.120:8014/rtp/239.112.205.156:5140
家有购物,http://113.133.234.120:8010/rtp/239.112.205.155:5140
家有购物,http://113.133.234.120:8014/rtp/239.112.205.155:5140
山东教育,http://113.133.234.120:8010/rtp/239.109.205.91:8664
山东教育,http://113.133.234.120:8014/rtp/239.109.205.91:8664
影视频道,http://113.133.234.120:8010/rtp/239.112.205.175:5140
影视频道,http://113.133.234.120:8014/rtp/239.112.205.175:5140
怀旧剧场,http://113.133.234.120:8010/rtp/239.111.205.67:5140
怀旧剧场,http://113.133.234.120:8014/rtp/239.111.205.67:5140
悦美生活,http://113.133.234.120:8010/rtp/239.111.205.30:5140
悦美生活,http://113.133.234.120:8014/rtp/239.111.205.30:5140
新闻综合,http://113.133.234.120:8010/rtp/239.111.205.242:5140
新闻综合,http://113.133.234.120:8014/rtp/239.111.205.242:5140
新闻资讯,http://113.133.234.120:8010/rtp/239.111.205.28:5140
新闻资讯,http://113.133.234.120:8014/rtp/239.111.205.28:5140
曲艺大观,http://113.133.234.120:8010/rtp/239.111.205.31:5140
曲艺大观,http://113.133.234.120:8014/rtp/239.111.205.31:5140
欢笑剧场,http://113.133.234.120:8010/rtp/239.112.205.236:5140
欢笑剧场,http://113.133.234.120:8014/rtp/239.112.205.236:5140
游戏风云,http://113.133.234.120:8010/rtp/239.111.205.4:5140
游戏风云,http://113.133.234.120:8014/rtp/239.111.205.4:5140
环球旅游,http://113.133.234.120:8010/rtp/239.111.205.61:5140
环球旅游,http://113.133.234.120:8014/rtp/239.111.205.61:5140
生态环境,http://113.133.234.120:8010/rtp/239.111.205.60:5140
生态环境,http://113.133.234.120:8014/rtp/239.111.205.60:5140
睛彩三秦,http://113.133.234.120:8010/rtp/239.112.205.26:5140
睛彩三秦,http://113.133.234.120:8014/rtp/239.112.205.26:5140
第一剧场,http://113.133.234.120:8010/rtp/239.111.205.65:5140
第一剧场,http://113.133.234.120:8014/rtp/239.111.205.65:5140
纪实人文,http://113.133.234.120:8010/rtp/239.112.205.204:5140
纪实人文,http://113.133.234.120:8014/rtp/239.112.205.204:5140
西安教育,http://113.133.234.120:8010/rtp/239.112.205.142:5140
西安教育,http://113.133.234.120:8014/rtp/239.112.205.142:5140
西部电影,http://113.133.234.120:8010/rtp/239.111.205.41:5140
西部电影,http://113.133.234.120:8014/rtp/239.111.205.41:5140
车迷频道,http://113.133.234.120:8010/rtp/239.111.205.63:5140
车迷频道,http://113.133.234.120:8014/rtp/239.111.205.63:5140
都市剧场,http://113.133.234.120:8010/rtp/239.111.205.2:5140
都市剧场,http://113.133.234.120:8014/rtp/239.111.205.2:5140
都市青春,http://113.133.234.120:8010/rtp/239.111.205.42:5140
都市青春,http://113.133.234.120:8014/rtp/239.111.205.42:5140
都市频道,http://113.133.234.120:8010/rtp/239.111.205.243:5140
都市频道,http://113.133.234.120:8014/rtp/239.111.205.243:5140
金鹰卡通,http://113.133.234.120:8010/rtp/239.112.205.136:5140
金鹰卡通,http://113.133.234.120:8014/rtp/239.112.205.136:5140
金鹰纪实,http://113.133.234.120:8010/rtp/239.112.205.203:5140
金鹰纪实,http://113.133.234.120:8014/rtp/239.112.205.203:5140
陕西公共,http://113.133.234.120:8010/rtp/239.112.205.22:5140
陕西公共,http://113.133.234.120:8014/rtp/239.112.205.22:5140
陕西影视,http://113.133.234.120:8010/rtp/239.112.205.21:5140
陕西影视,http://113.133.234.120:8014/rtp/239.112.205.21:5140
陕西生活,http://113.133.234.120:8010/rtp/239.112.205.20:5140
陕西生活,http://113.133.234.120:8014/rtp/239.112.205.20:5140
陕视直播,http://113.133.234.120:8010/rtp/239.112.205.217:5140
陕视直播,http://113.133.234.120:8014/rtp/239.112.205.217:5140
风云剧场,http://113.133.234.120:8010/rtp/239.111.205.66:5140
风云剧场,http://113.133.234.120:8014/rtp/239.111.205.66:5140
风云足球,http://113.133.234.120:8010/rtp/239.111.205.68:5140
风云足球,http://113.133.234.120:8014/rtp/239.111.205.68:5140
风云音乐,http://113.133.234.120:8010/rtp/239.111.205.69:5140
风云音乐,http://113.133.234.120:8014/rtp/239.111.205.69:5140
风尚购物,http://113.133.234.120:8010/rtp/239.112.205.212:5140
风尚购物,http://113.133.234.120:8014/rtp/239.112.205.212:5140
高尔夫网球,http://113.133.234.120:8010/rtp/239.111.205.73:5140
高尔夫网球,http://113.133.234.120:8014/rtp/239.111.205.73:5140

🏄河北电信央视频道2024-09-13更新,#genre#
CCTV1,http://27.184.66.173:1024/rtp/239.254.200.45:8008
CCTV1,http://27.188.155.165:4022/rtp/239.254.200.45:8008
CCTV2,http://27.184.66.173:1024/rtp/239.254.200.158:6000
CCTV2,http://27.188.155.165:4022/rtp/239.254.200.158:6000
CCTV3,http://27.184.66.173:1024/rtp/239.254.200.13:6000
CCTV3,http://27.184.66.173:1024/rtp/239.254.201.152:7205
CCTV3,http://27.188.155.165:4022/rtp/239.254.200.13:6000
CCTV3,http://27.188.155.165:4022/rtp/239.254.201.152:7205
CCTV4,http://27.184.66.173:1024/rtp/239.254.200.190:6307
CCTV4,http://27.188.155.165:4022/rtp/239.254.200.190:6307
CCTV5+,http://27.184.66.173:1024/rtp/239.254.200.46:8004
CCTV5+,http://27.188.155.165:4022/rtp/239.254.200.46:8004
CCTV5,http://27.184.66.173:1024/rtp/239.254.200.14:6000
CCTV5,http://27.184.66.173:1024/rtp/239.254.201.153:7206
CCTV5,http://27.188.155.165:4022/rtp/239.254.200.14:6000
CCTV5,http://27.188.155.165:4022/rtp/239.254.201.153:7206
CCTV6,http://27.184.66.173:1024/rtp/239.254.200.15:6000
CCTV6,http://27.184.66.173:1024/rtp/239.254.201.154:7207
CCTV6,http://27.188.155.165:4022/rtp/239.254.200.15:6000
CCTV6,http://27.188.155.165:4022/rtp/239.254.201.154:7207
CCTV7,http://27.184.66.173:1024/rtp/239.254.200.159:6000
CCTV7,http://27.188.155.165:4022/rtp/239.254.200.159:6000
CCTV8,http://27.184.66.173:1024/rtp/239.254.200.16:6000
CCTV8,http://27.184.66.173:1024/rtp/239.254.201.155:7208
CCTV8,http://27.188.155.165:4022/rtp/239.254.200.16:6000
CCTV8,http://27.188.155.165:4022/rtp/239.254.201.155:7208
CCTV9,http://27.184.66.173:1024/rtp/239.254.200.59:8112
CCTV9,http://27.188.155.165:4022/rtp/239.254.200.59:8112
CCTV10,http://27.184.66.173:1024/rtp/239.254.200.160:6000
CCTV10,http://27.188.155.165:4022/rtp/239.254.200.160:6000
CCTV11,http://27.184.66.173:1024/rtp/239.254.201.123:8120
CCTV11,http://27.188.155.165:4022/rtp/239.254.201.123:8120
CCTV12,http://27.184.66.173:1024/rtp/239.254.200.161:6000
CCTV12,http://27.188.155.165:4022/rtp/239.254.200.161:6000
CCTV13,http://27.184.66.173:1024/rtp/239.254.200.9:8264
CCTV13,http://27.188.155.165:4022/rtp/239.254.200.9:8264
CCTV14,http://27.184.66.173:1024/rtp/239.254.200.162:6000
CCTV14,http://27.188.155.165:4022/rtp/239.254.200.162:6000
CCTV15,http://27.184.66.173:1024/rtp/239.254.201.124:8136
CCTV15,http://27.188.155.165:4022/rtp/239.254.201.124:8136
CCTV16 4K,http://27.184.66.173:1024/rtp/239.254.200.7:6346
CCTV16 4K,http://27.184.66.173:1024/rtp/239.254.201.150:6345
CCTV16 4K,http://27.184.66.173:1024/rtp/239.254.201.150:6345
CCTV16 4K,http://27.188.155.165:4022/rtp/239.254.200.7:6346
CCTV16 4K,http://27.188.155.165:4022/rtp/239.254.201.150:6345
CCTV16 4K,http://27.188.155.165:4022/rtp/239.254.201.150:6345
CCTV17,http://27.184.66.173:1024/rtp/239.254.201.120:8144
CCTV17,http://27.188.155.165:4022/rtp/239.254.201.120:8144

河北电信卫视频道2024-09-13更新,#genre#
东南卫视,http://27.184.66.173:1024/rtp/239.254.201.13:6291
东南卫视,http://27.188.155.165:4022/rtp/239.254.201.13:6291
东方卫视,http://27.184.66.173:1024/rtp/239.254.200.52:8032
东方卫视,http://27.188.155.165:4022/rtp/239.254.200.52:8032
云南卫视,http://27.184.66.173:1024/rtp/239.254.200.68:8108
云南卫视,http://27.188.155.165:4022/rtp/239.254.200.68:8108
内蒙古卫视,http://27.184.66.173:1024/rtp/239.254.200.84:8176
内蒙古卫视,http://27.188.155.165:4022/rtp/239.254.200.84:8176
凤凰卫视中文台,http://27.184.66.173:1024/rtp/239.254.201.2:5226
凤凰卫视中文台,http://27.188.155.165:4022/rtp/239.254.201.2:5226
凤凰卫视电影台,http://27.184.66.173:1024/rtp/239.254.201.1:5214
凤凰卫视电影台,http://27.188.155.165:4022/rtp/239.254.201.1:5214
凤凰卫视资讯台,http://27.184.66.173:1024/rtp/239.254.201.3:5227
凤凰卫视资讯台,http://27.188.155.165:4022/rtp/239.254.201.3:5227
北京卫视,http://27.184.66.173:1024/rtp/239.254.200.47:8024
北京卫视,http://27.188.155.165:4022/rtp/239.254.200.47:8024
吉林卫视,http://27.184.66.173:1024/rtp/239.254.201.15:6339
吉林卫视,http://27.188.155.165:4022/rtp/239.254.201.15:6339
四川卫视,http://27.184.66.173:1024/rtp/239.254.200.202:6325
四川卫视,http://27.188.155.165:4022/rtp/239.254.200.202:6325
天津卫视,http://27.184.66.173:1024/rtp/239.254.200.54:1234
天津卫视,http://27.188.155.165:4022/rtp/239.254.200.54:1234
宁夏卫视,http://27.184.66.173:1024/rtp/239.254.200.87:8124
宁夏卫视,http://27.188.155.165:4022/rtp/239.254.200.87:8124
安徽卫视,http://27.184.66.173:1024/rtp/239.254.200.163:6000
安徽卫视,http://27.188.155.165:4022/rtp/239.254.200.163:6000
山东卫视,http://27.184.66.173:1024/rtp/239.254.200.55:8052
山东卫视,http://27.188.155.165:4022/rtp/239.254.200.55:8052
山西卫视,http://27.184.66.173:1024/rtp/239.254.200.83:8172
山西卫视,http://27.188.155.165:4022/rtp/239.254.200.83:8172
广东卫视,http://27.184.66.173:1024/rtp/239.254.200.56:8048
广东卫视,http://27.188.155.165:4022/rtp/239.254.200.56:8048
广西卫视,http://27.184.66.173:1024/rtp/239.254.200.80:8300
广西卫视,http://27.188.155.165:4022/rtp/239.254.200.80:8300
新疆卫视,http://27.184.66.173:1024/rtp/239.254.200.89:8160
新疆卫视,http://27.188.155.165:4022/rtp/239.254.200.89:8160
江苏卫视,http://27.184.66.173:1024/rtp/239.254.200.51:8028
江苏卫视,http://27.188.155.165:4022/rtp/239.254.200.51:8028
江西卫视,http://27.184.66.173:1024/rtp/239.254.201.12:6290
江西卫视,http://27.188.155.165:4022/rtp/239.254.201.12:6290
河北卫视,http://27.184.66.173:1024/rtp/239.254.200.174:6000
河北卫视,http://27.188.155.165:4022/rtp/239.254.200.174:6000
河南卫视,http://27.184.66.173:1024/rtp/239.254.201.16:7174
河南卫视,http://27.188.155.165:4022/rtp/239.254.201.16:7174
浙江卫视,http://27.184.66.173:1024/rtp/239.254.200.53:8036
浙江卫视,http://27.188.155.165:4022/rtp/239.254.200.53:8036
海南卫视,http://27.184.66.173:1024/rtp/239.254.201.125:6288
海南卫视,http://27.188.155.165:4022/rtp/239.254.201.125:6288
深圳卫视,http://27.184.66.173:1024/rtp/239.254.200.50:8020
深圳卫视,http://27.188.155.165:4022/rtp/239.254.200.50:8020
湖北卫视,http://27.184.66.173:1024/rtp/239.254.200.164:6000
湖北卫视,http://27.188.155.165:4022/rtp/239.254.200.164:6000
湖南卫视,http://27.184.66.173:1024/rtp/239.254.200.48:8012
湖南卫视,http://27.188.155.165:4022/rtp/239.254.200.48:8012
甘肃卫视,http://27.184.66.173:1024/rtp/239.254.200.90:8188
甘肃卫视,http://27.188.155.165:4022/rtp/239.254.200.90:8188
西藏卫视,http://27.184.66.173:1024/rtp/239.254.200.88:8164
西藏卫视,http://27.188.155.165:4022/rtp/239.254.200.88:8164
贵州卫视,http://27.184.66.173:1024/rtp/239.254.201.20:6315
贵州卫视,http://27.188.155.165:4022/rtp/239.254.201.20:6315
辽宁卫视,http://27.184.66.173:1024/rtp/239.254.200.57:8056
辽宁卫视,http://27.188.155.165:4022/rtp/239.254.200.57:8056
重庆卫视,http://27.184.66.173:1024/rtp/239.254.200.203:6323
重庆卫视,http://27.188.155.165:4022/rtp/239.254.200.203:6323
陕西卫视,http://27.184.66.173:1024/rtp/239.254.200.82:8140
陕西卫视,http://27.188.155.165:4022/rtp/239.254.200.82:8140
青海卫视,http://27.184.66.173:1024/rtp/239.254.200.85:8184
青海卫视,http://27.188.155.165:4022/rtp/239.254.200.85:8184
黑龙江卫视,http://27.184.66.173:1024/rtp/239.254.200.49:8016
黑龙江卫视,http://27.188.155.165:4022/rtp/239.254.200.49:8016

河北电信其它频道2024-09-13更新,#genre#
CETV1,http://27.184.66.173:1024/rtp/239.254.200.225:6259
CETV1,http://27.188.155.165:4022/rtp/239.254.200.225:6259
CETV2,http://27.184.66.173:1024/rtp/239.254.200.226:6260
CETV2,http://27.188.155.165:4022/rtp/239.254.200.226:6260
CETV4,http://27.184.66.173:1024/rtp/239.254.200.227:6261
CETV4,http://27.188.155.165:4022/rtp/239.254.200.227:6261
BTV冬奥纪实,http://27.184.66.173:1024/rtp/239.254.200.188:6311
BTV冬奥纪实,http://27.188.155.165:4022/rtp/239.254.200.188:6311
CGTN,http://27.184.66.173:1024/rtp/239.254.200.12:8056
CGTN,http://27.188.155.165:4022/rtp/239.254.200.12:8056
SLTV,http://27.184.66.173:1024/rtp/239.254.201.100:5179
SLTV,http://27.188.155.165:4022/rtp/239.254.201.100:5179
kaku少儿,http://27.184.66.173:1024/rtp/239.254.200.91:9248
kaku少儿,http://27.188.155.165:4022/rtp/239.254.200.91:9248
七彩戏剧,http://27.184.66.173:1024/rtp/239.254.201.180:7213
七彩戏剧,http://27.188.155.165:4022/rtp/239.254.201.180:7213
三佳购物,http://27.184.66.173:1024/rtp/239.254.200.143:6000
三佳购物,http://27.188.155.165:4022/rtp/239.254.200.143:6000
三河电视,http://27.184.66.173:1024/rtp/239.254.201.113:5315
三河电视,http://27.188.155.165:4022/rtp/239.254.201.113:5315
世界地理,http://27.184.66.173:1024/rtp/239.254.200.102:6236
世界地理,http://27.184.66.173:1024/rtp/239.254.201.226:7254
世界地理,http://27.188.155.165:4022/rtp/239.254.200.102:6236
世界地理,http://27.188.155.165:4022/rtp/239.254.201.226:7254
东光电视,http://27.184.66.173:1024/rtp/239.254.201.76:5331
东光电视,http://27.188.155.165:4022/rtp/239.254.201.76:5331
东方财经,http://27.184.66.173:1024/rtp/239.254.201.181:7214
东方财经,http://27.188.155.165:4022/rtp/239.254.201.181:7214
中华特产,http://27.184.66.173:1024/rtp/239.254.201.184:6263
中华特产,http://27.188.155.165:4022/rtp/239.254.201.184:6263
